industry,customer_count,avg_transaction_value,num_transactions,marketing_spend,customer_satisfaction,churn_rate,fraud_cases,issue_identified,cluster
Telecom,15021,107.52088811754538,1321,368332.1059991237,3.4461437736130742,0.4327276985019786,26,Fraud Risk,1
Telecom,47136,472.3044501925792,1472,146301.57154213963,7.701104756892848,0.21614597449266734,49,High Acquisition Cost,0
Banking,6724,382.43273798318006,1544,152347.62977642036,4.771282753757148,0.368886670205375,5,High Customer Churn,0
Telecom,29690,119.85179011195946,1428,237102.02782684803,5.373896451093152,0.153833785981171,48,Low Sales,1
E-commerce,2407,182.10117186762776,163,15785.530132316491,8.222518304788963,0.17365226695034078,7,Fraud Risk,0
E-commerce,9032,408.64364388227517,389,395714.89012877597,3.66593735486535,0.0232952801853524,20,Low Sales,2
E-commerce,48340,353.9252783433627,117,161958.94970069217,1.8713085093562882,0.4859880350518102,40,Operational Inefficiency,2
Retail,18794,387.5764605035477,163,427612.7354909789,5.682300261520844,0.4085917618630844,18,Fraud Risk,2
Banking,20881,231.77652906220754,1997,402302.0586920167,5.759151506233739,0.05601979938384804,33,High Customer Churn,1
Retail,21756,363.9086060682401,429,332394.00639379764,8.174509950028362,0.4997593098752495,38,High Acquisition Cost,2
Telecom,41162,205.5169869746786,1993,165813.0592141479,9.714872856088917,0.3064620526294413,42,High Acquisition Cost,1
Retail,30416,121.40620013033428,862,260576.69802227916,1.4977061769551354,0.4283270326025477,22,Operational Inefficiency,2
Telecom,45354,323.6849767238528,1140,225190.4825109897,6.32520526368798,0.04266377400615579,12,High Acquisition Cost,0
Telecom,26752,488.4866842874212,542,172746.53369309375,7.131506772833199,0.20083107746104262,41,High Acquisition Cost,2
Healthcare,13926,169.08846626975821,240,424827.4632050732,9.872212156736696,0.33812904992876885,46,Operational Inefficiency,2
E-commerce,34765,241.26540426201902,1431,244336.0019159443,9.483311928492205,0.06215252216285375,38,High Customer Churn,1
Telecom,15390,343.52065811352975,543,417197.9334095875,7.412056882407798,0.24956239094046032,27,Fraud Risk,2
Healthcare,39867,279.9230154187942,595,57083.14470020302,5.696104701200193,0.22691215852662935,5,Fraud Risk,0
E-commerce,22939,424.84534194034364,525,74807.27035716618,2.4537153006933514,0.11585970999205407,11,Operational Inefficiency,0
Telecom,28307,385.63649910536765,1598,488773.5510309235,4.457588996839757,0.1571322195673831,2,Low Sales,1
Telecom,31828,47.98265785393138,1955,295945.3889900144,6.266100925514389,0.4838879937025414,47,Operational Inefficiency,1
Retail,29513,499.24219228341155,1368,257335.98838202926,7.526803569361784,0.15143775814486862,19,Operational Inefficiency,1
Retail,25502,381.15317778534427,549,263962.2512563353,6.71859601731201,0.1145788056445214,40,Operational Inefficiency,2
E-commerce,31063,434.67359182117434,1925,111558.04314626561,7.427105216449672,0.27274249382348337,41,Operational Inefficiency,0
Telecom,23486,332.5749018057663,450,360758.45500347664,4.86237254096708,0.338769436694446,44,High Acquisition Cost,2
Banking,47277,431.0168614624459,698,46966.408746228415,7.5486456151390815,0.3652956244240868,7,High Acquisition Cost,0
Retail,39258,73.94382796578051,810,288795.2379859965,2.293671304177473,0.37958112040348896,25,High Customer Churn,2
E-commerce,32692,186.9141610684715,969,287530.5543100212,2.463276805868022,0.02804792084222902,37,Operational Inefficiency,2
Telecom,39384,440.6820529301565,1284,457523.2699460879,2.4654893124651656,0.202942596185986,27,Fraud Risk,1
Telecom,16958,116.79450140810827,1263,265460.4910019059,9.017784613321984,0.38923945909371416,34,Low Sales,1
Banking,36016,57.55620731841091,1616,72846.03450721886,1.6843065697777104,0.4533775298820634,43,High Acquisition Cost,0
E-commerce,18232,398.2970911737051,1711,288512.86332784046,8.213575354601282,0.3050780604330638,40,Fraud Risk,1
Telecom,11748,421.03335470878216,1654,50207.18396083952,3.1021380824206344,0.03563035821974598,40,High Acquisition Cost,0
Retail,11514,98.0730647311523,492,105877.94847346123,5.215869464457256,0.2043564448690143,42,High Customer Churn,0
Banking,23738,430.0860717357034,941,20398.749172770986,9.243609359191101,0.04637128677554278,37,Low Sales,0
E-commerce,9695,349.6485418866414,500,259080.32331745166,6.2734350671875605,0.37678355271544645,1,High Acquisition Cost,2
Banking,9070,269.63968794396027,149,46843.64457031832,2.891059176091227,0.04111767994801596,6,Low Sales,0
Retail,28765,418.5200925350648,843,237350.21737300788,3.5568105428692642,0.10100822270023685,40,Low Sales,2
E-commerce,42662,221.23963967310357,1418,466807.7924854513,9.284019615062071,0.21430962774273937,24,Fraud Risk,1
Banking,31761,113.11709898723066,1548,361281.89944456937,4.844295325989805,0.23669769988628728,49,High Acquisition Cost,1
Healthcare,17698,156.72928477309455,1005,43318.77874152006,6.282869347061105,0.20917603315435604,31,Low Sales,0
Retail,16123,262.47872878079113,1135,115983.85704337737,5.139389769628499,0.23706435683694,11,Operational Inefficiency,0
Retail,36144,275.03878048312436,1458,338462.89784724993,4.405942792436046,0.3594871844898979,10,Low Sales,1
Retail,26616,406.6787966917922,1090,447877.42120697093,3.0095121423916176,0.19094172324821534,9,Low Sales,1
Healthcare,38146,399.84930735312054,1138,21294.700448157113,7.175723504361419,0.2783977249838034,34,High Acquisition Cost,0
Healthcare,12182,299.05594745819593,127,407163.310201694,7.464178236449084,0.1586509361890788,43,Operational Inefficiency,2
Telecom,25833,394.77703201542863,487,283097.8707674628,3.473965824466595,0.1832774725943365,3,Low Sales,2
Banking,34342,112.05125998096207,1415,275315.2060217143,8.101097587493474,0.3107614899306196,41,High Acquisition Cost,1
Telecom,32331,44.03097300478129,932,479117.52546291216,8.690816802715116,0.25034237930213976,1,High Acquisition Cost,2
Banking,47098,439.3442348646561,349,375084.08323540265,9.286075866156674,0.36428778448104776,43,Low Sales,2
Healthcare,27128,56.26615700612939,1628,425808.8396877754,2.450911725265329,0.28466390814535736,27,High Customer Churn,1
Healthcare,32556,138.4104462771187,197,180227.80692461002,3.7353131525193977,0.4037513018380977,42,High Customer Churn,2
Telecom,22969,353.7530958197046,1938,279410.20021006285,8.743180127533261,0.22727002436741112,45,Fraud Risk,1
E-commerce,22876,216.53501006110838,1460,309625.81032674655,2.7868618254510458,0.2506064737347327,46,High Customer Churn,1
Telecom,9949,440.6307055594442,1162,164184.0504794202,1.0312161331914584,0.3382859609614604,13,High Customer Churn,0
Banking,25518,163.03030143788936,1161,287272.82184896275,8.83744579226471,0.11840953276190394,43,High Acquisition Cost,1
Telecom,6670,25.69824640129246,1423,122144.41284245835,3.9380449757623244,0.19910547309631782,28,High Acquisition Cost,0
Retail,25099,164.31470746915718,278,75970.95717877858,4.73047772625055,0.31617220956573683,1,Low Sales,0
Banking,40335,297.4760236087192,1732,190115.27834227966,5.017006231485742,0.02414937194021083,33,Low Sales,1
Banking,13716,200.4504201935808,991,370948.3662294863,8.634471406005057,0.2241160024806314,32,High Acquisition Cost,2
E-commerce,39885,276.7389227642025,1592,458512.63829657435,4.041029301341144,0.30343646878999725,19,Low Sales,1
Healthcare,8837,440.76709704080895,1405,231568.4554916251,9.030518972708336,0.48401401066931693,46,High Acquisition Cost,1
Banking,48299,457.9928260305769,849,323197.7256963387,6.552452242432432,0.4397381151926589,29,High Customer Churn,2
Healthcare,20159,147.6675510339738,1287,56003.379832674735,5.745580516303159,0.14756355694190249,41,Low Sales,0
Telecom,42266,241.82742716955235,552,452709.56048340275,3.930530564147162,0.2585329509741731,25,High Customer Churn,2
Retail,37877,283.5891273158966,196,286459.08571711753,3.1934052665306725,0.03764304260344474,19,Fraud Risk,2
E-commerce,22560,475.5739793063586,1892,391267.4325744527,6.616525984996138,0.12796966326072548,0,Low Sales,1
Healthcare,18106,499.33631319890463,408,398248.39445608994,5.022047440509185,0.38967937535336417,0,High Acquisition Cost,2
Banking,47289,132.9954794439328,361,131957.86055221243,9.194644089388056,0.07042386601491883,24,High Acquisition Cost,0
Healthcare,9720,368.9503382459914,392,266941.3543250155,5.424748445026448,0.13626835716863875,32,Fraud Risk,2
Banking,38661,201.45490987193367,1893,480437.47702268383,5.606154250310721,0.4725808258505459,22,High Acquisition Cost,1
Healthcare,29362,23.89193450538235,348,49369.099686309746,4.750509530224007,0.41368934224130444,10,High Customer Churn,0
Banking,29258,24.44121076923313,344,343109.6995246339,8.103366972921565,0.3930955791979669,43,High Acquisition Cost,2
Telecom,22782,241.07168362988276,350,481320.7186274101,4.823552782983434,0.4336331702480568,14,Fraud Risk,2
Banking,42168,254.40075824208063,222,153785.66848674096,3.424077997747794,0.3773067864253534,13,Operational Inefficiency,2
Banking,22120,30.833454355252474,424,431416.7210951523,8.758277868641589,0.06908724589793512,0,Operational Inefficiency,2
Retail,20790,349.72516005166517,1085,467160.48497709446,6.3714539922871625,0.26311504997776336,32,High Customer Churn,1
Banking,28912,161.12162652557748,1804,374807.67365043843,6.323591977921016,0.22767952119313778,5,Operational Inefficiency,1
Retail,48374,288.7486887372557,600,119507.51459194435,6.497399864475339,0.16246427335248625,22,High Acquisition Cost,0
E-commerce,43907,164.441155119401,786,170330.35581916396,7.469557733851001,0.4186798007626067,25,Fraud Risk,0
Retail,35812,100.22447113726744,1904,22725.600736776712,3.8176119038131016,0.2374282091633745,2,High Customer Churn,0
Telecom,37160,215.44339452746013,1839,416569.3509514508,1.3045993374970255,0.03954582466519935,45,Operational Inefficiency,1
Retail,20156,131.49121509944035,1960,425557.53732298454,8.295338447893087,0.14473313602293145,5,High Acquisition Cost,1
E-commerce,11672,276.70446892120066,1189,318191.6034332654,2.160145484934737,0.1220243184344281,39,High Acquisition Cost,1
Telecom,15444,115.43769453751038,1950,179501.2863756064,7.496377634894897,0.44486465355752897,24,Low Sales,1
Healthcare,7784,264.034868789421,935,43021.45868176067,1.7408376845859588,0.3272446693131099,46,Low Sales,0
Healthcare,18929,95.54168713705643,158,377763.5169078802,4.377770578256429,0.28458437028221684,16,Fraud Risk,2
Retail,2070,342.0678605531768,830,364630.4658369118,1.567234628483844,0.25825812842256546,27,High Customer Churn,2
Retail,23906,381.8900885318835,1621,456738.24826075597,5.699923116649521,0.3285553834953181,31,Operational Inefficiency,1
E-commerce,35618,72.98923243996822,1496,366613.3503976543,6.878221955034176,0.37988901792079116,28,Operational Inefficiency,1
E-commerce,46158,244.5451577779228,365,415203.99641078094,2.5428982706036947,0.28164850585743983,22,High Acquisition Cost,2
Banking,3939,54.01841631433932,1776,374247.53586247977,4.344648565945619,0.46975985342477916,40,Operational Inefficiency,1
E-commerce,30841,307.12757386016114,335,317190.1582145966,9.372155419387482,0.48864874361868843,15,Fraud Risk,2
Banking,43863,146.91406300622978,997,216348.36512454957,4.981502053967111,0.4977177351383233,31,Low Sales,0
Telecom,17301,273.25973928257974,317,451548.0677779275,8.222892120789009,0.3380016439434359,25,High Acquisition Cost,2
Retail,8194,268.38128450445976,1650,327229.44309419754,9.344662705541882,0.4669840287103804,32,High Customer Churn,1
Telecom,6851,463.6900861730242,1937,202185.88437312498,9.769112424795578,0.2081950507008978,47,High Acquisition Cost,1
E-commerce,17378,283.559946832987,1564,46317.301115068825,9.084898177222323,0.4312002717112188,18,Operational Inefficiency,0
Telecom,1678,299.8392702647915,1773,148898.90367266914,3.8566479624307224,0.4554954063824436,40,Fraud Risk,0
Telecom,31640,212.79350036690255,1529,274144.73374093155,9.663155975450737,0.453028831442815,16,High Customer Churn,1
Telecom,34756,475.55820952775207,1867,141439.5081580163,8.311557175714423,0.417114678625107,37,High Acquisition Cost,0
E-commerce,30777,393.04923653101264,1724,114511.49721936154,8.53458025275539,0.20923358920421273,13,Operational Inefficiency,0
Telecom,27183,156.99453934536396,1074,266059.7894734844,1.136556857546513,0.08786466617055982,17,High Acquisition Cost,1
Banking,28445,425.2206011725914,688,89061.07121838862,9.588149769864643,0.17363861460877847,20,High Customer Churn,0
E-commerce,2502,227.5502528888432,1771,401202.9813459262,8.002812014638668,0.3859713989560656,45,Operational Inefficiency,1
Telecom,22665,417.7602288961251,1016,244762.2349146157,7.9117074685711,0.12411390055168788,38,Low Sales,2
E-commerce,17198,414.986272780881,1592,289062.0731115118,1.7337225783572763,0.24435331176472647,41,High Customer Churn,1
Healthcare,22411,110.6576896461701,1017,77954.71746068753,3.093116869659981,0.2870457638124893,47,Low Sales,0
Banking,16867,356.5477430641169,1233,165665.28613653686,9.660354986241092,0.3058906955945589,38,Low Sales,0
Telecom,15266,159.50862526713493,452,207994.3932142707,5.5060936732492864,0.4685055187056113,27,Operational Inefficiency,2
Healthcare,40422,162.79648159648073,1936,405065.35110566893,4.580722164135304,0.3341315800030156,19,High Acquisition Cost,1
Healthcare,36208,162.24707690267874,190,386228.9639276455,8.559467354322223,0.3952864198778781,5,High Acquisition Cost,2
E-commerce,44002,368.2727588287751,1537,115373.85001990228,1.7860637270254989,0.29512039046690036,25,Fraud Risk,0
Healthcare,32213,130.3165000604173,801,310008.6453954688,4.752478146439534,0.418454356242362,5,High Customer Churn,2
Banking,8367,20.434800918123308,172,125510.8970971388,4.381306969798752,0.1391951704041838,38,High Customer Churn,0
Banking,14490,363.3136896716639,784,494182.34206667147,4.148662483273535,0.11284005911770671,25,Operational Inefficiency,2
Retail,36362,102.16867704086013,1670,476301.31967478094,3.769230192877658,0.46389682389140513,16,Operational Inefficiency,1
Banking,39285,70.15154974776064,821,283816.0366577071,2.8906746111107022,0.34980562941511545,39,Fraud Risk,2
Healthcare,10219,134.00773788514886,1421,350956.77308760077,2.5561972269146995,0.33904753275852834,1,Fraud Risk,1
Banking,7310,202.3522507148979,1768,401708.0391932793,6.763655052277067,0.23897466692794045,20,Low Sales,1
E-commerce,37307,248.43503718713634,1406,361894.2179222274,9.274553570878107,0.19458165705382016,6,Fraud Risk,1
Retail,30631,41.393619542062794,1628,351415.2020857983,5.579664807248934,0.282288685294533,43,High Acquisition Cost,1
Healthcare,15744,485.875199661133,1321,479484.2339350164,3.6817709711197986,0.06907751121661689,19,Low Sales,1
Retail,20867,363.7102656413879,1057,300245.77262210526,2.432441779500037,0.2328091549307228,2,Fraud Risk,2
Healthcare,19625,175.13315135568135,1155,319969.8225504325,8.471290285473348,0.23313017518808565,35,High Acquisition Cost,1
E-commerce,7378,172.9746834969907,747,425388.0314668997,9.743428508258924,0.27378489134268996,42,High Acquisition Cost,2
Retail,20149,235.3004236968605,859,336595.97958991135,4.142398613210666,0.3209959510399291,43,Low Sales,2
Telecom,43133,320.5975149262558,970,367801.64789867366,3.6185538299691604,0.4790859993328274,18,Low Sales,2
Healthcare,12422,90.25907196270452,1464,120913.49966733801,6.413436576774472,0.3295628722749609,29,High Acquisition Cost,0
Telecom,28926,110.68631060717712,1781,188777.1274369601,7.977960828580832,0.44302532445717163,10,Operational Inefficiency,1
Retail,38679,432.52859976010444,1457,77914.16612738704,5.098625231946979,0.28258889211989024,12,Low Sales,0
Telecom,34171,143.00236346675484,242,255353.8939557287,6.6706583487485425,0.31719466248746997,32,High Customer Churn,2
Telecom,14180,202.4935990280852,1869,230585.0633367219,7.448941612209627,0.04422010702368911,37,Operational Inefficiency,1
Retail,28301,438.21048845605617,1533,498595.59306833113,9.645330590705614,0.07529922421336362,47,High Customer Churn,1
E-commerce,37931,338.31095811191483,1048,307548.2831436935,2.4853359746807504,0.2940385132467944,1,Fraud Risk,2
Telecom,25014,184.0217020840104,143,394290.18748123955,9.976442444428326,0.20389930627943434,45,Low Sales,2
Telecom,31936,348.175781947818,131,170337.26202503886,4.529409897171059,0.4014171547340959,22,Low Sales,2
E-commerce,15336,29.44794338307858,1866,416614.9390146843,7.5088012845389835,0.2761571586883462,49,High Acquisition Cost,1
Telecom,23200,373.1084768054553,127,309467.05841140327,6.151729401756975,0.44232260908615556,48,Low Sales,2
Telecom,6470,253.76769944779494,1119,350011.204141227,5.380017553079561,0.48644252244652275,19,High Customer Churn,1
Telecom,31859,410.3274306965414,522,150743.2350849799,7.282678318584279,0.08234124070952764,49,Operational Inefficiency,0
Banking,15953,478.2260729631048,590,276576.0038893107,4.561784652012356,0.20346559831125702,29,Fraud Risk,2
E-commerce,40044,464.3785037573928,259,318848.3018397363,2.1349898320312577,0.3358407023666351,14,Operational Inefficiency,2
Telecom,39507,456.4472208585636,944,296601.86452920764,5.400040448091158,0.15968949014617137,1,High Customer Churn,2
E-commerce,28433,265.84157884826584,1330,458020.8871551604,5.697242836140868,0.14084584548353263,29,Fraud Risk,1
Healthcare,26957,192.86821478669026,117,449644.96892381395,2.817119380599453,0.40873189470813,24,High Acquisition Cost,2
Healthcare,7523,243.21695587072293,1226,485637.10864905093,9.420574206957914,0.490385449838784,3,Low Sales,1
Telecom,22387,351.15008159041315,1705,335376.86297345976,3.0472808198166215,0.3891636323112659,0,Low Sales,1
E-commerce,48761,444.31893289816963,1754,486097.4944122139,4.6830483467568795,0.26660154517401563,7,High Acquisition Cost,1
E-commerce,32169,119.35342544005738,1774,417076.61001579487,2.39436718160251,0.22683050365320423,13,High Customer Churn,1
E-commerce,46641,460.73271606161745,771,139061.90946827983,5.822169815682497,0.2744273830598788,10,High Acquisition Cost,0
Banking,23990,411.2865113455468,331,216580.65642789204,3.768738472900807,0.23679145407199056,23,High Customer Churn,2
Healthcare,30661,489.85088728555263,1783,123004.25888355984,5.403452679784756,0.2564151478249773,23,Fraud Risk,0
E-commerce,14419,442.5208511752098,1988,7077.594611129776,3.0215522481238173,0.10969199475932156,31,Operational Inefficiency,0
E-commerce,15457,154.36991825211518,523,98084.13280771977,1.4839761515384418,0.45283355516157053,24,Operational Inefficiency,0
Banking,3064,70.8588374451429,1003,7009.990212003455,8.013039859740298,0.37972215074640137,45,High Acquisition Cost,0
Banking,39083,73.87571455596253,854,361320.03836849256,6.769776555636925,0.34367893711967784,27,Low Sales,2
E-commerce,11566,159.78719291757253,1670,215639.47737199377,4.066654201399116,0.47546323577749183,15,High Acquisition Cost,1
Retail,34085,314.80818751257885,936,159724.48990353986,1.4274480221409,0.14935322263729064,41,Low Sales,0
E-commerce,32528,406.0737565266428,993,382051.841092118,8.790175564274088,0.04976811133787097,38,High Acquisition Cost,2
E-commerce,7130,451.6401473511511,1990,417080.9534367243,2.528155044421114,0.41480794357411255,15,High Acquisition Cost,1
Banking,41187,319.40162449723175,338,487773.27163169056,9.376679964532851,0.4992243121881349,35,Operational Inefficiency,2
Banking,3042,22.70303011906579,1457,322796.72441424435,5.307358407363626,0.2934318946298977,11,Low Sales,1
E-commerce,5598,109.43205272889608,248,233456.8344773256,4.063480389176354,0.03881660007721412,11,Operational Inefficiency,2
E-commerce,43982,67.86857784961661,722,156105.82929568077,7.675835292018675,0.3924293396759212,33,Low Sales,0
E-commerce,33886,194.3957482731248,1531,115047.51356104201,8.891554654676671,0.04613703393446236,37,Fraud Risk,0
Banking,34477,260.648476944198,116,110398.3454888876,4.336422072811397,0.2746068532670478,19,Fraud Risk,2
E-commerce,49625,40.8306457177092,1013,207548.7404863004,4.6660937695316855,0.14599091236315828,46,Fraud Risk,0
E-commerce,29716,187.26942838191457,325,495934.2458675252,4.898423974124777,0.4583631224902737,14,High Customer Churn,2
Telecom,13601,106.00624382015484,751,5422.5802315146175,9.300907553308022,0.23115229449714766,21,Operational Inefficiency,0
Retail,37018,330.59367980425947,1779,102616.91912934539,7.233075923628994,0.4502470407544911,15,Operational Inefficiency,0
Healthcare,9061,242.8507372756832,359,98254.52628976904,3.2288150534108997,0.1565497317747381,23,Fraud Risk,0
Retail,9609,257.7524705282762,1852,359974.1453384847,2.6649972775178146,0.19980766607246211,2,High Acquisition Cost,1
Telecom,36371,225.29205825606132,773,179479.9401610406,3.0733089708233448,0.47408840224106946,0,Operational Inefficiency,0
Healthcare,45814,478.88946103355215,1727,231344.0982729512,3.372075002669657,0.10864408095650131,43,Low Sales,1
E-commerce,18485,123.07286005835036,273,78568.94458260296,3.0716514220060134,0.2934655643090611,46,Operational Inefficiency,0
Telecom,21805,267.9988447250597,1966,205473.53424408913,6.926558024731565,0.20037006099445456,37,Operational Inefficiency,1
E-commerce,8857,373.2883368153613,304,56083.90689338884,2.0434015959175573,0.3893417736836764,16,Low Sales,0
Banking,12620,287.28531830459,514,268856.42750484863,4.486226407371646,0.07335522187396512,40,Fraud Risk,2
Telecom,9177,465.93002514406453,1631,53479.49086451369,6.625482156733298,0.22423533481228758,20,Fraud Risk,0
Banking,31111,201.4248107078164,1276,396301.64868071233,3.6177397654863777,0.35247698715417897,44,Low Sales,1
Telecom,24042,242.56438677112544,1226,285467.8501825423,1.5874694623149224,0.2094379551530183,46,Operational Inefficiency,1
Telecom,19645,62.490711303069645,1837,363364.09751789086,1.7364153056137146,0.03868055224493458,47,Operational Inefficiency,1
Banking,25405,312.31957330492565,891,212165.61139307852,2.133700986742177,0.3555050080543185,12,Fraud Risk,0
Healthcare,12826,158.3417448550909,1188,193838.19015490252,8.522587223813396,0.2565671805656417,1,High Customer Churn,0
Retail,14890,96.94833896747305,1240,53613.400079187486,6.920771550444728,0.015541256473249266,1,Fraud Risk,0
E-commerce,17892,281.37502059416386,1788,264308.5254861972,1.580701699878803,0.3102013886619028,42,Low Sales,1
Telecom,47598,275.5089264223571,1279,259678.57160426053,4.519619912362779,0.4607417010391054,24,High Customer Churn,1
E-commerce,10484,56.41838778754283,1799,236710.51200255463,3.5072665556235907,0.0644027146237276,27,High Customer Churn,1
Banking,6495,355.1434176773469,1205,371556.59051781235,6.202361004659202,0.2994289051544928,47,Low Sales,1
E-commerce,29481,319.4106515124094,617,417089.67801601544,5.7052535470508206,0.3670477520636889,48,High Acquisition Cost,2
Banking,12267,110.72829571831866,1957,376640.8890995115,5.330116210327434,0.04467909836874967,25,Fraud Risk,1
E-commerce,41166,245.32873383394104,1190,76213.5426893877,3.8306113333535183,0.02108157450045129,34,Operational Inefficiency,0
Retail,7743,365.7549999097088,1361,312919.4570946435,2.2401979483959167,0.23745597465602417,27,Fraud Risk,1
Retail,38939,274.12915545981275,1707,44759.937316319025,7.6813874458537414,0.3976814767448383,32,Low Sales,0
Retail,49773,209.8347565681137,1730,348838.03228303586,8.91871091958389,0.08875251094867087,17,Operational Inefficiency,1
Retail,27569,174.72245987885293,1939,194010.35279775772,9.497358183095356,0.4199522633853122,13,High Acquisition Cost,1
Retail,29552,312.98905598914575,1078,70586.98335181187,1.527570735522224,0.3317228551575621,40,Low Sales,0
Retail,46772,470.77217518891547,1109,431715.17420318327,7.659178404299946,0.17276491101635796,8,Fraud Risk,1
Banking,44730,342.437523429192,1449,308934.127824274,7.538531134662662,0.26275464126130027,43,High Customer Churn,1
Telecom,29948,55.87803374543144,689,180588.8591340261,9.523986527310303,0.4831317400661018,29,Low Sales,0
E-commerce,11775,241.12878727142422,166,20209.95392699727,3.276231350479889,0.116054115609846,2,Low Sales,0
Retail,4557,447.59558312510126,1299,270968.5782067872,7.679611344656408,0.25477234489457967,33,Fraud Risk,1
Banking,4587,65.3419643845217,1956,461996.8098506851,1.491636598898361,0.31599841249273414,32,High Acquisition Cost,1
Banking,17535,494.6603418260208,783,300208.01718767104,6.681211486854572,0.07762715668307645,26,Fraud Risk,2
Banking,1954,475.5533089498022,1601,485967.0492866491,4.157630416469617,0.03132582342542172,8,Fraud Risk,1
Telecom,47562,57.571750750340414,1378,72543.30354387697,7.920184955927276,0.01659537693642093,12,High Acquisition Cost,0
E-commerce,24544,468.0383938157864,162,286311.02677444427,8.769738577918542,0.16909949973400795,29,High Acquisition Cost,2
Telecom,34455,194.30364332454187,913,400071.8987631826,4.2833893799576455,0.04623417429758403,15,Low Sales,2
Healthcare,42269,425.460400196414,502,265142.6619072295,5.730274834293705,0.40384727674514614,41,High Customer Churn,2
Banking,16138,220.82400210237034,1881,50077.84621379893,2.0566365612723994,0.49868656830925556,25,Fraud Risk,0
Healthcare,43462,231.61045409720762,291,293528.5707658728,4.752162687011289,0.04003887264988737,4,High Customer Churn,2
Retail,4127,324.43668366922043,1452,307810.26339202345,4.247203539332523,0.2220358752073854,45,High Acquisition Cost,1
Retail,24147,391.749161252472,170,365711.07799529954,2.6481111380606595,0.022608740261461636,26,High Acquisition Cost,2
Telecom,46528,36.218792455159345,977,381799.7000069096,9.050307622900982,0.07565553647105898,14,Fraud Risk,2
E-commerce,12559,304.71487785302446,840,386532.48066425056,2.332790542361442,0.1682320548462303,27,Low Sales,2
Healthcare,48564,109.63183716673808,1045,333404.9748512882,6.721654217771684,0.20291212439824843,2,Fraud Risk,1
E-commerce,4395,186.0557685743374,1186,111826.53727723578,9.01128379131899,0.47049364375003366,40,Low Sales,0
Telecom,26389,187.02495975450393,1420,205096.69914054227,9.20771721876903,0.20396003629087897,0,Operational Inefficiency,0
Retail,1845,245.14896330615375,344,389184.3364441273,8.139157298565117,0.25317605293812706,0,Low Sales,2
E-commerce,34932,180.38547770056323,618,476946.35678340256,2.5852702048675895,0.13033585045419455,5,Fraud Risk,2
E-commerce,46722,71.53333685632052,492,44078.74759412789,8.356882682924827,0.010061317990721992,10,Fraud Risk,0
Retail,39672,89.9017944922167,871,270090.6555096114,3.4890833117406213,0.45067388379923623,49,Low Sales,2
Healthcare,14731,36.05023306932688,1724,159698.5243055317,9.30158224689258,0.050040230947789366,45,High Customer Churn,0
Retail,34122,245.71956095780206,1300,116569.97768683074,7.381780132814646,0.48248193210775225,15,Low Sales,0
E-commerce,36585,478.1348935294345,1327,255376.28834225895,8.06740804907998,0.07411361100912753,32,Operational Inefficiency,1
Healthcare,4832,75.52410735109595,1769,305014.2235754857,1.765292081517435,0.3063904555677157,23,Operational Inefficiency,1
Healthcare,33332,474.2069566414794,1717,9837.254552643219,6.2448860209919,0.4997111880497521,31,High Customer Churn,0
Retail,13467,372.0135270714049,1656,391202.2532395895,8.390279142088117,0.07784765207414117,9,Operational Inefficiency,1
E-commerce,42025,325.99942540839834,1010,410841.6549734266,8.754313174952493,0.2177321116205139,24,Fraud Risk,2
Telecom,14107,329.7333225553102,1251,482927.85816112685,1.2576853426027736,0.3924075977960235,9,High Customer Churn,1
E-commerce,13458,416.8292712302154,1318,94418.64794622401,9.452433092996074,0.02577317342648445,12,High Customer Churn,0
Banking,29666,71.32153490231426,1317,299303.51836866926,1.3900485997223175,0.3479935480586218,0,High Customer Churn,1
Telecom,44481,262.28207531146006,283,216179.55987081528,6.530668117073649,0.049382935566491745,34,Low Sales,2
Healthcare,3581,354.6037463651641,346,170739.78651989857,7.2404877485378085,0.12589486971388092,13,Low Sales,2
Telecom,10582,301.6738136353106,1996,284988.5584615648,1.9661076205111883,0.0884373196217466,20,High Customer Churn,1
Healthcare,9418,419.73395409118143,1995,392279.6311456574,1.432106790482734,0.45459485150699874,47,Operational Inefficiency,1
Healthcare,29091,54.69042032544871,423,16411.127805379005,8.064209390056561,0.09842379122302361,37,Fraud Risk,0
Telecom,30113,351.53649895959967,259,484853.05572026246,4.462035623176906,0.02981270680242703,0,Fraud Risk,2
Healthcare,19827,276.3333105846645,805,405891.38492432685,1.9640126378361131,0.29793658243940346,19,Low Sales,2
Healthcare,15419,201.99721471037284,721,376821.0833045613,7.864010347488779,0.179628653450754,4,High Acquisition Cost,2
Banking,12814,183.3319914723348,1024,381391.7541793492,8.642467631292586,0.20879604811426955,39,High Customer Churn,2
E-commerce,34804,317.9996637316126,165,197585.05126123302,6.286475716829266,0.06834074498264801,43,High Acquisition Cost,2
E-commerce,11024,447.67777982924713,1029,377052.1726681828,2.4511312759118105,0.3766349008022653,31,Fraud Risk,2
Banking,44700,258.16444452853534,353,196451.253258464,1.1370022434234173,0.30476128832532384,0,Low Sales,2
Telecom,8435,415.8671187569217,382,449859.88063952257,7.307222331717495,0.1884663519266572,44,Low Sales,2
Retail,2548,213.0350632851044,1183,92725.07973670248,5.951257073427851,0.09407172244393662,40,Low Sales,0
Retail,6065,69.14934214072474,217,149711.9749865,6.857174275480716,0.3007913521935746,39,Low Sales,2
